"category","state","company_name","phone","address","city","state.1","postal_code","website","rating","reviews","sent","emailss","email","socials","ceo_name","description","avatar_url","performance_score","crawl_status","country","group","emails","phones","linkedin_url","twitter_url","facebook_url","instagram_url","meta_title","favicon_url","employee_count","founded_year","response_time_ms","crawl_error"
"Tire Shops","Columbus OH","Bfs Retail & Commercial","(614) 224-4221","180 N 3rd St","Columbus, OH 43215","OH",43215.0,"http://bfsretailcommercial579670455.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6925,""
"Car Detailing","Fort Lauderdale FL","Blummy Man's Mobile Car Wash","(954) 479-0184","1310 NW 43rd Ave","Lauderhill, FL 33313","FL",33313.0,"http://blummymansmobilecarwash.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",7076,""
"Used Car Parts","Miami FL","Mega","(305) 685-1777","12740 Cairo Ln","Opa Locka, FL 33054","FL",33054.0,"http://mega503025833.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",7302,""
"Auto Glass Repair","Tampa FL","All PRO Glass","(813) 463-2754","","","","","http://www.allproglassinc.com","","47 Years","no","","apginc2025@yahoo.com, your@email.com","","","","",40,"success","USA","Auto Services","","","","","","","403 Forbidden","","","",4856,""
"Remanufactured Engines","Fort Lauderdale FL","Elvin Sarmiento Auto Care","(561) 218-4937","2069 NW 1st Pl","Boca Raton, FL 33431","FL",33431.0,"http://elvinsarmientoautocare.localsearch.com","","26 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",7123,""
"Tire Shops","Columbus OH","Columbus Auto Sale","(614) 476-6648","3699 Agler Rd","Columbus, OH 43219","OH",43219.0,"http://yellowpages.com/columbus-oh/mip/germain-lexus-of-easton-6141020","","8 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3040,""
"Auto Parts","Nashville TN","Begley Automotive","(615) 754-9714","14901 Lebanon Rd","Old Hickory, TN 37138","TN",37138.0,"https://www.begleyshotrods.com","","","no","","","https://instagram.com/_begleys_, https://facebook.com/begleyshotrods","","","",60,"success","USA","Auto Services","","","","","https://facebook.com/begleyshotrods","https://instagram.com/_begleys_","Home","data:;base64,iVBORw0KGgo=","",1997.0,5697,""
"Auto Body Parts","Birmingham AL","Goolsby Custom","(205) 997-6553","16 Commerce Ave","Bessemer, AL 35023","AL",35023.0,"https://goolsbycustoms.com/contact-us","","21 Years","no","","info@goolsbycustoms.com","http://instagram.com/goolsbycustoms, https://www.facebook.com/GoolsbyCustomsInc/, http://www.twitter.com/goolsbycustoms","","WE’D LOVE TO HELP bring your VISION TO REALITY We can build your hot rod from the ground-up or just help with certain phases where you need a hand. Submit your info here to get the conversation started. SHOP LOCATION Goolsby Customs 16 Commerce Ave Hueytown, AL 35023 GET IN TOUCH in**@************ms.com (205) 428-2169","",80,"success","USA","Auto Services","info@goolsbycustoms.com","205) 428-2169, (205) 428-2169","","http://www.twitter.com/goolsbycustoms","https://www.facebook.com/GoolsbyCustomsInc/","http://instagram.com/goolsbycustoms","Contact Us to bring your Visions To Reality | Goolsby Customs","https://goolsbycustoms.com/wp-content/uploads/2019/10/cropped-Goolsby-Customs-website-logo-32x32.png","","",5227,""
"Auto Parts","Memphis TN","Keynote Communications","(901) 726-5528","1883 Lamar Ave","Memphis, TN 38114","TN",38114.0,"http://yellowpages.com/memphis-tn/mip/airways-tire-alignment-co-12079831","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2311,""
"Towing","Louisville KY","S F","(502) 969-5742","4649 Astor Rd","Louisville, KY 40218","KY",40218.0,"http://sfky.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5534,""
"Used Car Parts","San Jose CA","Speed Element Performance","(510) 226-8822","4564 Enterprise St","Fremont, CA 94538","CA",94538.0,"http://www.speedelement.com","","","no","","","","","","",40,"success","USA","Auto Services","","","","","","","Speed Element Performance","","","",3918,""
"Oil Change","Cleveland OH","Pennzoil Quaker State Co","(216) 662-8143","5700 Lee Rd S","Maple Heights, OH 44137","OH",44137.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Auto Repair","Tampa FL","D&G Auto Repair","(813) 739-9036","2710 N 40th St","Tampa, FL 33605","FL",33605.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Used Car Parts","Dallas TX","Affordable Japanese Engine Specialist","(972) 276-9666","730 S Jupiter Rd","Garland, TX 75042","TX",75042.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Auto Glass Repair","Tampa FL","Glass Plus & More","(813) 662-2911","","Brandon, FL 33511","FL",33511.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Oil Change","Columbus OH","Vioc Company","(614) 602-2817","5101 Riggins Rd","Dublin, OH 43016","OH",43016.0,"https://store.vioc.com/oh/dublin/5101-riggins-rd","","","no","","","https://www.facebook.com/messages/t/336294853122527, https://www.instagram.com/valvolineinstantoilchange/, https://www.youtube.com/watch?v=cP3FE6jJl8g&list=UULFC6I_vxAeVcSrq7nSvE-6sg, https://www.linkedin.com/company/valvoline/","","Valvoline Instant Oil Change℠, located at 5101 Riggins Rd Dublin, OH 43016. Visit us for drive-thru, stay-in-your-car oil changes. Download coupons. Save on oil changes, tire rotation and more.","",70,"success","USA","Auto Services","","(614) 602-2817, 614) 602-2817, (800) 327-8242","https://www.linkedin.com/company/valvoline/","","https://www.facebook.com/messages/t/336294853122527","https://www.instagram.com/valvolineinstantoilchange/","Riggins Rd Oil Change Services | Valvoline Instant Oil Change℠","data:image/x-icon;base64,iVBORw0KGgoAAAANSUhEUgAAACAAAAAgCAYAAABzenr0AAAC+UlEQVR42u2WS0hUYRTHRykXBTG0kBLJ9yQ2qGWli6IHLqJcRAstqBbiEIWYODCaUmkPGqMHZhRFEj1My8lHikpmapONM2M+0hnnfe/97vViC3ElESKn7xvUSua7TuYmmgO/5f3Ouf//Oef7ZLJABCIQ/33wPL8Tc9AfWFHcttR5HDee7u95mFgZJwgZHoMRPAWFgNRFVDiMtaV1WhAEhcTPHK81uyBHZ5Ik91UvuFg0hc8K936IEKoyHckENiYOUCydzq07wGO16QEgeHFyfEaYySlM7nk2ArJLXXRKWuB8XRdwuNiFj53OyXVuUz9jjld6E/FxCp/Yo2JAn3sWsGr5iwtwc3zz6TY3BF/pBtllCmWdkKrVAYPQa1/y7R19+GjWEhFFLYDQFx4BIw1N017/5n0XhJN3jRysv/mJnhyztrAWeoZtX10TE6G+G4jnK0zHToAnJpZagNeKlFRg7I4eYgWRvsOGpiIeDEomlxU3gbZJDwiJh6kdLIriGs/gkN2kTF7CimjQ56uB58dznSzfnFo3BkFS0pe+g3036oFDwuMlxxJ3ZprlyfOZL5ukrTBgKywtrTMF3W4IKu+lJ8eNJy96AYZRB8cwjNyv3YCtuGbOVoE7mm4FhxV6mpYOIbeN0tIX1UNlm2GW7Ae/l5PFYglhRqzDfUkpVCtYzKGELJBn3aEnv/gWMioase985R9vSGxF8thL3fchihXl8fshSqmCyMRTEKJu8Cl96Llq6B9z2UlvLWtNI0Eo7j+TB048/78m/6hIgs1bsr0FEMJ2afCMv/+9AI0OqjrNM6Snln1P4DFbxVhtxr7taQtWEOkzEjIXks8jP1r5M/mFdsi63wwsQlf/+rJiRDHe1vhmemDOiutz0i+GWLGaWIGlDy+phmGHZ5D00orcmHgq8j4XaKAjWgkKLH2kMscnG3drIFhdAzUfBr7hTZm4Ylc22Xisw9mlLb0FqrJ7kmhr2smC0qz4uwEvkQ34rw74A+mdwEsrEIH4Z+IHWXlt1EJ24CUAAAAASUVORK5CYII=","",2025.0,4125,""
"Oil Change","Columbus OH","Take 5 Oil Change","(614) 321-4598","3450 Gender Rd","Canal Winchester, OH 43110","OH",43110.0,"https://www.take5.com/locations/oil-change/ohio/canal-winchester/30976","","","no","","Take5.shop976@take5oilchange.com","https://www.facebook.com/Take5OilChange/, https://twitter.com/take5_oilchange, https://www.instagram.com/take5oilchange/","","Quick oil change service in Canal Winchester at 3450 Gender Rd. Visit a Take 5 Oil Change℠ near you for a fast stay-in-your car oil change.","https://images.ctfassets.net/v3p61xoag5ig/4LCj0O71dETHvwMg6nPCyJ/72d313b1666ba9bb46d79400b9aae5d0/open_graph_oil_change.png",80,"success","USA","Auto Services","take5.shop976@take5oilchange.com","614-289-8265, 43110 614-289","","https://twitter.com/take5_oilchange","https://www.facebook.com/Take5OilChange/","https://www.instagram.com/take5oilchange/","Oil Change Near Me -  Canal Winchester, OH | Take 5 Oil Change℠ 976","https://www.take5.com/favicon.ico","",2025.0,24263,""
"Auto Body Parts","Columbus OH","LKQ Refinish - Groveport, OH","(614) 228-4328","5830 Green Pointe Dr S","Groveport, OH 43125","OH",43125.0,"https://www.lkqcorp.com","","","no","","","","","","",50,"success","USA","Auto Services","","","","","","","Just a moment...","","","",24853,""
"Auto Repair","Orlando FL","All Mechanics","(407) 730-3951","1325 E Harding St","Orlando, FL 32806","FL",32806.0,"http://melaniebalke.com","","","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Remanufactured Engines","San Jose CA","Jaguar Purrformance Center","(408) 354-4445","608 University Ave","Los Gatos, CA 95032","CA",95032.0,"http://jaguarpurrformancecenter.com","","(3)","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Automotive Machine Shops","San Jose CA","Centerline Precision","(408) 988-4380","2265 Calle Del Mundo","Santa Clara, CA 95054","CA",95054.0,"http://centerlinep.com","","58 Years","no","","jonpinhorn.typedesign@gmail.com, eben@eyebytes.com","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Auto Body Parts","Huntsville AL","AutoZone Auto Parts","(256) 755-3272","2090 Winchester Rd NE","Huntsville, AL 35811","AL",35811.0,"https://www.autozone.com/locations/al/huntsville/2090-winchester-rd-ne.html","","47 Years","no","","","https://www.facebook.com/autozone, https://www.instagram.com/autozone/, https://www.youtube.com/user/AutoZone, https://twitter.com/autozone","","Find the best auto parts in Huntsville at your local AutoZone store found at 2090 Winchester Rd NE. Go DIY and save on service costs by shopping at an AutoZone store near you for the best replacement parts and aftermarket accessories.","http://a.mktgcdn.com/p/p7Kgw06aKAzaaKVE2Ig5VuXgnMkTmVtPakmnUvjd2No/342x342.jpg",75,"success","USA","Auto Services","","800) 288-6966, 256) 755-3272, 2336 2090","","https://twitter.com/autozone","https://www.facebook.com/autozone","https://www.instagram.com/autozone/","AutoZone Auto Parts in Huntsville, AL (2090 Winchester Rd NE): Best Auto Parts Store Near Me","https://www.autozone.com/locations/assets/static/favicon-Dh-A8gCy.ico","",2026.0,21157,""
"Used Car Parts","Miami FL","Fast Lane Used Auto Parts","(786) 413-3883","12980 Port Said Rd","Opa Locka, FL 33054","FL",33054.0,"http://www.fastlaneusedauto.com","","(1)","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Car Stereo Systems","Louisville KY","Doo-Wop Shop","(502) 456-5250","1587 Bardstown Rd","Louisville, KY 40205","KY",40205.0,"http://www.doowop.com","","(1)","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Towing","Birmingham AL","Scotts Towing and Auto Repair","(205) 446-1565","","","","","http://scottstowingandautorepair.localsearch.com","","13 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",28865,""
"Towing","Los Angeles CA","N Tow A","(213) 747-2899","","","","","http://kiaofdtla.com","","22 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Oil Change","Indianapolis IN","Take 5 Oil Change","(317) 900-1499","3640 S East St","Indianapolis, IN 46227","IN",46227.0,"https://www.take5.com/locations/oil-change/indiana/indianapolis/31433","","","no","","shop1433@take5oil.com, elliot@take5indiana.com, andy@take5indiana.com","https://www.facebook.com/Take5OilChange/, https://twitter.com/take5_oilchange, https://www.instagram.com/take5oilchange/","","Stay in your car for a 10 minute oil change at Take 5 Oil Change in Indianapolis at 3640 S East St. Visit our location near you for fast friendly service!","https://images.ctfassets.net/v3p61xoag5ig/4LCj0O71dETHvwMg6nPCyJ/72d313b1666ba9bb46d79400b9aae5d0/open_graph_oil_change.png",80,"success","USA","Auto Services","andy@take5indiana.com, shop1433@take5oil.com, elliot@take5indiana.com","317-900-1499, 46227 317-900","","https://twitter.com/take5_oilchange","https://www.facebook.com/Take5OilChange/","https://www.instagram.com/take5oilchange/","Oil Change Near Me in Indianapolis, IN 46227 - Take 5","https://www.take5.com/favicon.ico","",2025.0,33987,""
"Used Car Parts","Cincinnati OH","Tipton Sales & Parts Inc","(859) 689-4888","2384 Petersburg Rd","Hebron, KY 41048","KY",41048.0,"http://www.tiptonsap.com","","","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Auto Glass Repair","Fort Lauderdale FL","FL Sliding Glass-Access CNTRL","(954) 404-8358","4201 N State Road 7","Hollywood, FL 33021","FL",33021.0,"https://sliding-glass-control-access-inc.com","","8 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Auto Glass Repair","Fort Lauderdale FL","Images on Glass Inc on Glass","(800) 956-0554","5197 NW 15th St","Margate, FL 33063","FL",33063.0,"https://imagesonglass.com","","","no","","mail@iginomarini.com, impallari@gmail.com, team@latofonts.com","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Auto Repair","Tampa FL","Gerber Collision & Glass","(813) 933-7641","1812 E Busch Blvd","Tampa, FL 33612","FL",33612.0,"https://www.gerbercollision.com/locations/tampa-busch-blvd-fl","","","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Tire Shops","Columbus OH","Firestone Car Care Center","(614) 481-8321","1250 King Ave","Columbus, OH 43212","OH",43212.0,"https://www.firestonecarcarecenter.com","","42 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Oil Change","Indianapolis IN","O'Reilly Auto Parts","(317) 360-0134","860 N State Road 135","Greenwood, IN 46142","IN",46142.0,"https://locations.oreillyauto.com/in/greenwood/autoparts-5288.html","","69 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Auto Glass Repair","Fort Lauderdale FL","Mercury Glass & Mirror","(347) 878-4702","2119 N 48th Ave","Hollywood, FL 33021","FL",33021.0,"https://mercuryglassandmirror.com","","","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Oil Change","Columbus OH","Tire Discounters","(614) 872-0003","1544 Georgesville Rd","Columbus, OH 43228","OH",43228.0,"http://www.tirediscounters.com/store/georgesville","","(2)","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
