"name","website","state","emailee","email","descriptione","scraped_socials","ceo_name","email_status","emails","socials","ceo_name","description","avatar_url","performance_score","crawl_status"
"Texas Coastal Roofing","http://texascoastalroofingandconstruction.com","Corpus Christi","","","","","Unknown","","texascoastalroofing@gmail.com","https://www.facebook.com/TexasCoastalRoofing/","","","",65,"success"
"Roof Doctors Alameda County","https://www.theroofdoctors.net/roof_repairs_alameda_county-php","Oakland","","office@roofdoctors.com","","","Unknown","","","","","","",60,"success"
"Hunter Roof installation","http://hectorroofingrepaircontractors.com","Oakland","","info@hectorroofingrepaircontractors.com","It Right. Roof It With Hector","","Unknown","","info@hectorroofingrepaircontractors.com","","","It Right. Roof It With Hector","https://hectorroofingrepaircontractors.com/wp-content/uploads/2025/04/Hector-Roofing-Repair-contractors_-1-150x150.jpg",70,"success"
"J&J CONSTRUCTION","","Pittsburgh","","","","","","","","","","","",0,"error"
"Clean Work Contracting","","Pittsburgh","","","","","","","","","","","",0,"error"
"Camelot Roofing","","Oakland","","","","","","","","","","","",0,"error"
"B and J Roofing Co","","Louisville","","","","","","","","","","","",0,"error"
"Chuba Heating & Remodeling  Inc","","Pittsburgh","","","","","","","","","","","",0,"error"
"Fast Roofing & Leak Detection","https://fast-roofing.com","Newark","","error","","","","","","","","","",0,"error"
"Kaiden Roof installation","http://brianroofinstallationcompany.com","Oakland","","info@brianroofinstallationcompany.com","Built to Last. Installed with Care. Trusted by Locals.","","Unknown","","info@brianroofinstallationcompany.com","","","Built to Last. Installed with Care. Trusted by Locals.","https://brianroofinstallationcompany.com/wp-content/uploads/2025/04/Brian-Roof-Installation-Company-1-150x150.jpg",70,"success"
"Rose Roof installation","http://marioroofinspectionservice.com","Oakland","","info@marioroofinspectionservice.com","Know Before It Leaks — Inspections You Can Count On","","Unknown","","info@marioroofinspectionservice.com","","","Know Before It Leaks — Inspections You Can Count On","https://marioroofinspectionservice.com/wp-content/uploads/2025/04/Mario-Roof-Inspection-Service-1-150x150.jpg",70,"success"
"L B Commercial Roofing","http://lbcommercialroofing.com","Dallas","","","","","Unknown","","","","","","",50,"success"
"Rossmark Roofing","http://www.dllr.state.md.us/license","Baltimore","","dlopl-labor@maryland.gov, dlopltechsupport-labor@maryland.gov","","https://www.instagram.com/md_labor/, https://www.facebook.com/MarylandLabor, https://www.linkedin.com/company/maryland-department-of-labor","Unknown","","DLOPLTechSupport-LABOR@maryland.gov, dlopl-labor@maryland.gov","https://www.instagram.com/md_labor/, https://twitter.com/@MD_Labor/, https://www.facebook.com/MarylandLabor","","","http://www.dllr.state.md.us/egov/dist/img/favicon.ico",65,"success"
"Zobec Construction","https://www.zobecconstruction.com","Scottsdale","","","","","Unknown","","zobecconstruction@gmail.com","","","All types construction services including roofing, serving Scottsdale, Paradise Valley, Gilbert, Tempe, Mesa, Cave Creek, Carefree, Arizona","",80,"success"
"Compare Roofing Experts","","Louisville","","","","","","","","","","","",0,"error"
"KC Roofing","http://www.facebook.com/KyleCliftonRoofing","Texas","","","KC Roofing, Grand Prairie. 32 J’aime · 3 personnes étaient ici. Roofing Service","","Unknown","","","","","KC Roofing, Grand Prairie. 32 J’aime · 3 personnes étaient ici. Roofing Service","https://static.xx.fbcdn.net/rsrc.php/y1/r/ay1hV6OlegS.ico",50,"success"
"Finesse Construction","http://finesseconstruction.com/contact","Scottsdale","","admin@finessepropertyservices.com, 85255admin@finessepropertyservices.com, rm@finesseconstruction.com","","","Unknown","","admin@finessepropertyservices.com, rm@finesseconstruction.com, 85255admin@finessepropertyservices.com","","","","https://finesseconstruction.com/wp-content/uploads/2024/07/favicon.jpg",60,"success"
"Tri State Enterprises","http://tristateroofingsiding.com","Newark","","info@tristateroofingsiding.com","ROOF INSTALLATION IN MIDDLESEX NJ, ROOF MAINTENANCE IN SOMERSET NJ, ROOF REPAIR IN HUNTERDON NJ, ROOF INSPECTION IN MORRIS NJ, SIDING SERVICES IN WARREN NJ, WINDOWS SERVICES IN BERGEN NJ, DOORS SERVICES IN PASSAIC NJ, GUTTERS SERVICES IN SUSSEX NJ, CHIMNEY SERVICES IN COUNTY NJ, DUMPSTER SERVICES IN MIDDLESEX NJ","","Unknown","","info@tristateroofingsiding.com","","","ROOF INSTALLATION IN MIDDLESEX NJ, ROOF MAINTENANCE IN SOMERSET NJ, ROOF REPAIR IN HUNTERDON NJ, ROOF INSPECTION IN MORRIS NJ, SIDING SERVICES IN WARREN NJ, WINDOWS SERVICES IN BERGEN NJ, DOORS SERVICES IN PASSAIC NJ, GUTTERS SERVICES IN SUSSEX NJ, CHIMNEY SERVICES IN COUNTY NJ, DUMPSTER SERVICES IN MIDDLESEX NJ","https://tristateroofingsiding.com/wp-content/uploads/2025/04/cropped-LOGO-TRISTATE-32x32.png",60,"success"
"Arrington Roofing Co Inc","http://www.arringtonroofing.com","Dallas","","info@arringtonroofing.com, you@domain.com","Dallas #1 roofing company since 1983. BBB A+, GAF Master Elite Certified Roofing Contractor.. Arrington Roofing provides emergency repairs 24/7.","https://www.linkedin.com/company/arringtonroofing, https://www.facebook.com/ArringtonRoofing, https://www.instagram.com/arrington_roofing/","Unknown","","info@arringtonroofing.com, you@domain.com","https://www.instagram.com/arrington_roofing/, https://www.linkedin.com/company/arringtonroofing, https://www.facebook.com/ArringtonRoofing","Chris Arrington","Dallas #1 roofing company since 1983. BBB A+, GAF Master Elite Certified Roofing Contractor.. Arrington Roofing provides emergency repairs 24/7.","https://framerusercontent.com/images/vE0kB41ZZV4pdnjYnl9P9A7qk.png",65,"success"
"Aspen Contracting, Inc.","http://www.roofsbyaspen.com/baltimore","Baltimore","","","","","Unknown","","","","","","",50,"success"
"Albright Roofing & Contracting","https://albrightroof.com","St. Petersburg","","","Albright Roofing & Contracting have over 20 years of experience in roofing services in Clearwater, Hillsborough & Greater Pinellas County, have a team of trained and certified installers.","https://www.facebook.com/Albright-Roofing-258868504284055/info?tab=overview, https://www.instagram.com/albrightroofing/","Unknown","","","https://www.facebook.com/Albright-Roofing-258868504284055/info?tab=overview, https://www.instagram.com/albrightroofing/","","Albright Roofing & Contracting have over 20 years of experience in roofing services in Clearwater, Hillsborough & Greater Pinellas County, have a team of trained and certified installers.","https://albrightroofing.com/wp-content/uploads/2022/07/cropped-fav-32x32.png",75,"success"
"Natalia Roof leak repair","http://marioroofinspectionservice.com","Oakland","","info@marioroofinspectionservice.com","Know Before It Leaks — Inspections You Can Count On","","Unknown","","info@marioroofinspectionservice.com","","","Know Before It Leaks — Inspections You Can Count On","https://marioroofinspectionservice.com/wp-content/uploads/2025/04/Mario-Roof-Inspection-Service-1-150x150.jpg",70,"success"
"Holman Roofing","http://holmanroofingtx.localsearch.com","Corpus Christi","","","","","Unknown","","","","","","",50,"success"
"Quality Exteriors Group","","Louisville","","","","","","","","","","","",0,"error"
"Roofing Service in Fountain Hills, AZ","","Scottsdale","","","","","","","","","","","",0,"error"
"Dean Martin Roofing Company","","Pittsburgh","","","","","","","","","","","",0,"error"
"NIKO Contracting Co., Inc","","Pittsburgh","","","","","","","","","","","",0,"error"
"New Horizons Home Remodeling","","Pittsburgh","","","","","","","","","","","",0,"error"
"Ace Roofing Company","https://aceroofingtexas.com/contact-us","Dallas","","info@aceroofingtexas.com","Contact Ace Roofing Company for more information or to receive a free estimate and consultation. We are available for all your roofing needs.","https://www.facebook.com/pages/Ace-Roofing-Company/147453571932556","Unknown","","info@aceroofingtexas.com","https://www.facebook.com/pages/Ace-Roofing-Company/147453571932556","","Contact Ace Roofing Company for more information or to receive a free estimate and consultation. We are available for all your roofing needs.","https://aceroofingtexas.com/wp-content/uploads/2022/06/favic.png",85,"success"
"Randy's Roofing","https://randysroofing.com/contact-us","Corpus Christi","","","","","Unknown","","info@randysroofing.com, Info@randysroofing.com","https://www.facebook.com/randysroofingandmetalbuildings/, https://www.instagram.com/randysroofingtx/","","Get in touch with Randy's Roofing & Exteriors for all your roofing needs. We're here to help with residential repairs, replacements & inspections. Call now!","https://randysroofing.com/wp-content/uploads/2024/12/cropped-FROM-SOUTH-TEXAS.-FOR-SOUTH-TEXAS.-1-1-32x32.png",85,"success"
"Compare Roofing Experts","","Louisville","","","","","","","","","","","",0,"error"
"B and J Roofing Co","http://www.wisebuyingmall.com/bandjroofing","Louisville","","","","https://www.facebook.com/profile.php?id=100057178371603","Unknown","","","https://www.facebook.com/profile.php?id=100057178371603","","","",55,"success"
"A & B Roofing","https://disposable-masks.xyz","Modesto","","","","","Unknown","","","","","","",60,"success"
"Saddlewood Roofing","https://www.saddlewoodroofing.com","Corpus Christi","","","Professional roofing installation and replacement services for residential properties. Quality workmanship, durable materials, and expert contractors.","","Unknown","","","","","Professional roofing installation and replacement services for residential properties. Quality workmanship, durable materials, and expert contractors.","",70,"success"
"Baltimore Roofing Services","https://www.baltimoreroofingservices.com","Baltimore","","","","","Unknown","","","","","","",60,"success"
"US Shingle","https://www.shingleusa.com","St. Petersburg","","info@shingleusa.com, info@shingleusa.com","Ready to upgrade your roof or improve your property's energy efficiency? Get a free, no-obligation quote from U.S. Shingle & Metal today! Our expert team","","Unknown","","info@shingleusa.com, Info@Shingleusa.com","","","Ready to upgrade your roof or improve your property's energy efficiency? Get a free, no-obligation quote from U.S. Shingle & Metal today! Our expert team","https://usshingleandmetal.com/wp-content/uploads/2025/04/cropped-us_shingle_resized_512x512-32x32.png",80,"success"
"Ron Bickel Construction Inc.","http://ronbickelconstructioninc.localsearch.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Emergency Roofing Repair","http://emergencyroofingrepair550716905.localsearch.com","Fontana","","error","","","","","","","","","",50,"success"
"Advance Moisture Protection Inc","http://advancemoistureprotectionincmd.localsearch.com","Baltimore","","","","","Unknown","","","","","","",50,"success"
"Texas Premier Roofing","https://www.txpremierroofing.com","Dallas","","info@txpremierroofing.com","Texas Premier Roofing—veteran-owned, trusted experts in durable, storm-resistant roofing. Serving Texas with integrity and excellence.","http://linkedin.com/company/texas-premier-roofing-general-contractors, http://linkedin.com/, http://instagram.com/txpremierroofing","Unknown","","info@txpremierroofing.com","http://linkedin.com/, https://twitter.com/, http://instagram.com/txpremierroofing","","Texas Premier Roofing—veteran-owned, trusted experts in durable, storm-resistant roofing. Serving Texas with integrity and excellence.","https://irp.cdn-website.com/1075047e/dms3rep/multi/WHO+WE+ARE-3-7f81ee1c.png",85,"success"
"Clearwater Roofing","http://clearwaterroofingfl.localsearch.com","St. Petersburg","","","","","Unknown","","","","","","",50,"success"
"Las Vegas Roofing Supply","http://rsgroof.com","North Las Vegas","","","Beacon brands consolidated into one Beacon brand.","https://www.instagram.com/qxoinc/, https://www.facebook.com/QXOInc, https://www.linkedin.com/company/qxoinc/","Unknown","","","","","","",0,"timeout"
"Cole's Roofing & Construction","http://www.colesroofingandconstruction.com","Texas","","","Cole's Roofing and Construction is Nacogdoches, Johnny Cole, Owner","","Unknown","","","","","Cole's Roofing and Construction is Nacogdoches, Johnny Cole, Owner","https://www.colesroofingandconstruction.com/s/misc/favicon.png?1337344837",60,"success"
"Middletown Roofing","http://www.middletowncompanies.com","Louisville","","","","","Unknown","","","","","Middletown Roofing, Windows, & Siding CO. Inc. is Louisville, Kentucky's full-service roofing contractor for home repair and roof replacement. Call today!","https://storage.googleapis.com/wzukusers/user-27657290/images/fav-5a21c997cd01cOP4D4vd/favicon.ico?v=fav-5a21c997cd01cOP4D4vd",60,"success"
