category,state,company_name,phone,address,city,state.1,postal_code,website,rating,reviews,sent,emailss,email,socials,ceo_name,description,avatar_url,performance_score,crawl_status,country,group
Auto Glass Repair,Jacksonville FL,Viverette's Paint & Body Shop,(904) 272-4220,601 Blanding Blvd,"Orange Park, FL 32073",FL,32073.0,http://viverettes.com/default2.asp?active_page_id=1019,,(21),no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Nashville TN,Cartronics,(615) 865-4800,1815 Gallatin Pike N,"Madison, TN 37115",TN,37115.0,http://www.cartronics.audio,,(9),no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Indianapolis IN,Northwest Frame & Alignment,(317) 873-3773,10805 Andrade Dr,"Zionsville, IN 46077",IN,46077.0,https://northwestframe.com,,46 Years,no,,,,,,,0,timeout,USA,Auto Services
Remanufactured Engines,San Jose CA,T D Auto Repair,(408) 735-0541,683 E El Camino Real,"Sunnyvale, CA 94087",CA,94087.0,http://tdautorepair10808227.localsearch.com,,60 Years,no,,,,,,,0,timeout,USA,Auto Services
Auto Body Parts,Indianapolis IN,Zionsville Autosport,(317) 873-3216,10805 Andrade Dr,"Zionsville, IN 46077",IN,46077.0,https://www.zionsvilleautosport.com/store/bmw-e36-z3-s54-high-capacity-aluminum-oil-cooler,,42 Years,no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Indianapolis IN,Ben's Garage,(317) 286-3544,533 E Main St,"Brownsburg, IN 46112",IN,46112.0,https://bensgarageautomotive.com/auto-ac-and-heat-repair,,12 Years,no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,Columbus OH,Tire City Inc,(614) 445-7197,2140 S High St,"Columbus, OH 43207",OH,43207.0,,,(2),no,,,,,,,0,error,USA,Auto Services
Car Stereo Systems,Cincinnati OH,Modamotive,(513) 521-9100,7535 Colerain Ave,"Cincinnati, OH 45239",OH,45239.0,http://modamotive456744034.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Ace Glass inc.,(904) 351-9369,14286 Beach Blvd,"Jacksonville Beach, FL 32250",FL,32250.0,http://aceglassincfl.localsearch.com,,34 Years,no,,,,,,,50,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,ABC AutoGlass of Jacksonville,(904) 601-8036,345 Raggedy Point Ct,"Orange Park, FL 32003",FL,32003.0,https://abcaoj.com,,,no,,,http://www.facebook.com/people/ABC-AutoGlass-of-Jacksonville/100075541013798/,,"ABC AutoGlass of Jacksonville services Orange Park, FL and surrounding areas offering mobile auto glass repair and replacement. Call today and we'll come to you!",https://abcaoj.com/files/2023/02/Screenshot_2023-02-20_164608.png?w=196&h=196&zc=0,75,success,USA,Auto Services
Auto Repair,Orlando FL,Quality Auto Re Pair,(407) 299-8778,1220 Columbia St,"Orlando, FL 32805",FL,32805.0,http://yellowpages.com/orlando-fl/mip/advance-auto-repairs-llc-475658905,,,no,,,,,,,65,success,USA,Auto Services
Oil Change,Indianapolis IN,Milex Complete Auto Care,(317) 859-3465,860 Us Highway 31 S,"Greenwood, IN 46143",IN,46143.0,http://www.napaautocare.com,,(1),no,,,,,,,50,success,USA,Auto Services
Car Stereo Systems,Cincinnati OH,Excessive Sound,(513) 954-0003,7671 Colerain Ave,"Cincinnati, OH 45239",OH,45239.0,http://yellowpages.com/cincinnati-oh/mip/modamotive-456744034,,13 Years,no,,,,,,,65,success,USA,Auto Services
Auto Body Parts,Indianapolis IN,Lando Customs & Collision,(317) 675-0465,6031 W Station Way,"Greenfield, IN 46140",IN,46140.0,http://landocustomscollision.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Birmingham AL,Parking,(205) 324-7275,2101 6th Ave N,"Birmingham, AL 35203",AL,35203.0,http://parkingenforcementsys.com,,(1),no,,,,,,,65,success,USA,Auto Services
Towing,Birmingham AL,Scooter's Towing,(205) 835-8341,,"Birmingham, AL 35235",AL,35235.0,http://scooterstowing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Orlando FL,Bronco Johns Transmissions Inc,(407) 428-0056,421 N Orange Blossom Trl,"Orlando, FL 32805",FL,32805.0,http://broncojohnstransmissionsincfl.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Los Angeles CA,A Emergency Towing,(323) 205-7378,,,,,http://aemergencytowing10821035.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Nashville TN,NAPA Auto Parts,(629) 777-4532,4404 Lebanon Pike,"Hermitage, TN 37076",TN,37076.0,https://www.napaonline.com/en/tn/hermitage/store/803750,,,no,,,,,,,70,success,USA,Auto Services
Auto Body Parts,Columbus OH,AC Auto Body Repair Inc,(614) 272-6513,1318 W Broad St,"Columbus, OH 43222",OH,43222.0,http://acautobodyrepairinc.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Parts,Indianapolis IN,Jason White Auto Appraisals,(317) 491-3026,PO Box 671,"Brownsburg, IN 46112",IN,46112.0,http://jasonwhiteautoappraisals.localsearch.com,,12 Years,no,,,,,,,65,success,USA,Auto Services
Towing,Los Angeles CA,B & B Towing Service,(323) 263-5434,,,,,http://bbtowingservice.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Used Car Parts,Miami FL,API Auto Parts,(786) 359-4620,,,,,http://apiautoparts.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Towing,Los Angeles CA,AA Towing Service,(310) 362-2742,,,,,http://aatowingservice1234583.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Automotive Machine Shops,San Diego CA,Webb Tech Precision,(619) 448-4408,1050 Pioneer Way Ste P,"El Cajon, CA 92020",CA,92020.0,http://webbtechprecision.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,San Jose CA,Wolfe Auto Service,(408) 739-2086,703 S Wolfe Rd,"Sunnyvale, CA 94086",CA,94086.0,http://wolfeautoserviceca.localsearch.com,,20 Years,no,,,,,,,65,success,USA,Auto Services
Used Car Parts,Miami FL,Agabeth Services LLC,(786) 605-0082,,"Miami Beach, FL 33139",FL,33139.0,http://agabethservicesllc.localsearch.com,,14 Years,no,,,,,,,65,success,USA,Auto Services
Towing,Los Angeles CA,AA Towing Service,(323) 784-3738,,,,,http://aatowingservice1198937.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Columbus OH,A+ Awesome Premier Discount Tires,(614) 848-8473,5910 N Meadows Blvd,"Columbus, OH 43229",OH,43229.0,http://www.discounttire.com/store-locator,,,no,,,,,,,65,success,USA,Auto Services
Used Car Parts,Miami FL,Accurate Steering Columns,(305) 681-7991,3875 NW 135th St,"Opa Locka, FL 33054",FL,33054.0,https://accuratesteering.com,,(21),no,,,,,,data:;,60,success,USA,Auto Services
Tire Shops,Indianapolis IN,Firestone Complete Auto Care,(317) 843-2811,525 Congressional Blvd,"Carmel, IN 46032",IN,46032.0,http://www.firestonefibers.com,,,no,,,,,,,65,success,USA,Auto Services
Car Stereo Systems,Cincinnati OH,Stereo Master,(513) 344-0124,2020 Langdon Farm Rd,"Cincinnati, OH 45237",OH,45237.0,http://stereomaster.localsearch.com,,21 Years,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,San Jose CA,Quality Auto Care,(408) 771-0909,120 N Murphy Ave,"Sunnyvale, CA 94086",CA,94086.0,http://qualityautocare468829777.localsearch.com,,48 Years,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Columbus OH,State Tire & Service,(614) 276-1711,705 Harrison Dr,"Columbus, OH 43204",OH,43204.0,http://www.statetireandservice.com,,,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Indianapolis IN,Clark Tire,(317) 844-4839,622 S Rangeline Rd Ste C,"Carmel, IN 46032",IN,46032.0,http://clarktire.localsearch.com,,1025 Years,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Columbus OH,Bob Sumerel Tire,(614) 750-8350,5486 N Hamilton Rd,"Columbus, OH 43230",OH,43230.0,http://bobsumereltire7502289.localsearch.com,,(1),no,,,,,,,50,success,USA,Auto Services
Auto Body Parts,Columbus OH,T & S Auto Body Repair,(614) 787-9317,5650 Groveport Rd Suite 1,"Groveport, OH 43125",OH,43125.0,http://tsautobodyrepair.localsearch.com,,(4),no,,,,,,,50,success,USA,Auto Services
Auto Repair,Orlando FL,Nix & Black Wheel Aligning,(407) 841-4681,421 N Orange Blossom Trl,"Orlando, FL 32805",FL,32805.0,http://nixblackwheelaligning.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,San Jose CA,El Gato Automotive,(408) 356-9963,16203 Los Gatos Blvd,"Los Gatos, CA 95032",CA,95032.0,http://elgatoautomotive.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Parts,Columbus OH,Straight Line Auto Body,(614) 836-6190,4810 Hendron Rd,"Groveport, OH 43125",OH,43125.0,http://straightlineautobodyoh.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Auto Repair,Orlando FL,Les Monster Towing Service,(407) 219-1397,1401 W Gore St,"Orlando, FL 32805",FL,32805.0,http://lesmonstertowingservice.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Nashville TN,Dpex Auto Parts Wholeseller,(615) 730-7419,4717 Arapaho Bnd,"Antioch, TN 37013",TN,37013.0,http://yellowpages.com/antioch-tn/mip/firestone-complete-auto-care-480047108,,,no,,,,,,,65,success,USA,Auto Services
Auto Glass Repair,Fort Lauderdale FL,Steve's Auto Glass,(954) 573-1294,1212 E Broward Blvd,"Fort Lauderdale, FL 33301",FL,33301.0,https://stevesautoglassinc.com,,,no,,"Stevesautoglassinc@gmail.com, matt@pixelspread.com, hello@rfuenzalida.com","https://www.instagram.com/StevesAutoGlass, https://www.facebook.com/Steves-Auto-Glass-Inc-107990971471970/",,,"https://img1.wsimg.com/isteam/ip/2b4ff3ce-90cb-4647-a8c5-1150c3e374d9/Photoroom_20250426_080130.png/:/rs=w:57,h:57,m",90,success,USA,Auto Services
Automotive Machine Shops,San Diego CA,High Precision Grinding & Machining,(619) 938-2588,1130 Pioneer Way,"El Cajon, CA 92020",CA,92020.0,http://www.highprecisiongrinding.com,,55 Years,no,,,,,HPGM is a precision grinding and machining shop.,https://hpgm-precision-web.vercel.app/hpgm_1000x1000.png,75,success,USA,Auto Services
Used Car Parts,Miami FL,Mega Used Auto Parts,(305) 681-6669,12740 Cairo Ln,"Opa Locka, FL 33054",FL,33054.0,http://www.palmettousedauto.com,,30 Years,no,,,,,,,65,success,USA,Auto Services
Oil Change,Indianapolis IN,Auto Tire Car Care Centers,(317) 888-1880,3115 Meridian Parke Dr Ste S,"Greenwood, IN 46142",IN,46142.0,http://www.autotirecarcare.com,,(2),no,,YourPayPalEmail@domain.com,,,"AutoTire Car Care Centers have served Indy's Southside auto owners for over 35 years providing exceptional customer service and outstanding value on tires, maintenance items, and automotive repairs. ",https://storage.googleapis.com/wzukusers/user-20431912/images/fav-58a211b737e50nq3H9z2/favicon.ico?v=fav-58a211b737e50nq3H9z2,80,success,USA,Auto Services
Auto Body Parts,Columbus OH,Devuono's Body Shop,(614) 491-0842,4388 Groveport Rd,"Obetz, OH 43207",OH,43207.0,http://devuonosbodyshop.localsearch.com,,(2),no,,,,,,,65,success,USA,Auto Services
Auto Parts,Nashville TN,The Glass Guy,(615) 260-7211,320 Dinwiddie Dr,"Madison, TN 37115",TN,37115.0,http://theglassguytn.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Nashville TN,CarCare Import & Domestic Service,(615) 822-5002,350 Rockland Rd,"Hendersonville, TN 37075",TN,37075.0,https://carcaretn.net,,12 Years,no,,,"https://facebook.com/1465341447037259, https://www.instagram.com/explore/locations/452455092/carcare-import-domestic-service/",,"CarCare Import & Domestic Service is the best choice for auto repair in Hendersonville, TN. Schedule an appointment with us today by calling 615-822-5002!",https://carcaretn.net/img/logo-32x32.webp?v=1766092698600,65,success,USA,Auto Services
Remanufactured Engines,San Jose CA,Amarals Engine Parts and Machine,(510) 656-9351,45405 Industrial Pl Ste 1,"Fremont, CA 94538",CA,94538.0,http://amaralsenginepartsandmachine.localsearch.com,,47 Years,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Orlando FL,Transmission World,(407) 270-5954,2100 S Orange Ave,"Orlando, FL 32806",FL,32806.0,http://alltransmissionworld.com,,,no,,"outhTrail9803@gmail.com, RustyAPK@yahoo.com, KissATW@Gmail.com","https://www.facebook.com/AllTransmissionWorldApopka/, https://www.facebook.com/alltransmissionworld/",,"All Transmission World can help you repair or replace your transmission. Call one of our six locations for a FREE estimate! We have locations in Apopka, Kissimmee, East Orlando, Orlando, Winter Garden and Longwood, Florida.",https://cdn.website.thryv.com/fa7bc25c8d3141f99985dbccdc1095c0/dms3rep/multi/Updated+Logo-cbe767e7.JPG,85,success,USA,Auto Services
Auto Glass Repair,Jacksonville FL,Glass Specialists Inc,(904) 242-8872,1198 Mayport Rd Ste 11,"Atlantic Beach, FL 32233",FL,32233.0,http://www.glassspecialistsinc.com,,(6),no,,glassspecialists@bellsouth.net,,,"From Shower Doors to Fogged Window Glass Replacement we offer residential and commercial glass repair and replacement services including window hardware repair, mirrors, screens, glass cut to size, and decorative glass.",http://nebula.phx3.secureserver.net/350725dc7cd386332d8a007bb2ff576d?AccessKeyId=AA1CBC700471CD164DA9&disposition=0&alloworigin=1,80,success,USA,Auto Services
Towing,Birmingham AL,A-1 Towing & Recovery,(205) 508-3524,216 Dove St,"Birmingham, AL 35217",AL,35217.0,https://www.a1towingandrecovery.org,,(1),no,,,,,,,75,success,USA,Auto Services
Auto Repair,Orlando FL,Ingrams Auto Sales,(407) 440-2383,1310 W Colonial Dr Ste 28,"Orlando, FL 32804",FL,32804.0,http://ingramsautosalesfl.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Towing,Birmingham AL,Cash For Junk Cars,(888) 849-6014,,"Birmingham, AL 35201",AL,35201.0,http://cashforjunkcars550778023.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Nashville TN,Auto Glass Fitters,(615) 860-4360,481 Myatt Dr,"Madison, TN 37115",TN,37115.0,http://www.autoglassfitters.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Nashville TN,National Tire & Battery,(615) 731-8473,5201 Hickory Hollow Pkwy,"Antioch, TN 37013",TN,37013.0,http://www.ntb.com,,35 Years,no,,,,,,,50,success,USA,Auto Services
Towing,Birmingham AL,Center Point Wrecker Service,(205) 508-3523,1724 27th Ct S,"Birmingham, AL 35209",AL,35209.0,http://centerpointwreckerservice465666701.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Nashville TN,CARQUEST Auto Parts,(615) 889-7777,100 Bonnabrook Dr,"Hermitage, TN 37076",TN,37076.0,http://yellowpages.com/hermitage-tn/mip/firestone-complete-auto-care-480054378,,,no,,,,,,,60,success,USA,Auto Services
Auto Glass Repair,Fort Lauderdale FL,Best Car Glass,(954) 889-5907,711 NW 1st Street,"Fort Lauderdale, FL 33311",FL,33311.0,http://bestcarglass548693624.localsearch.com,,26 Years,no,,,,,,,60,success,USA,Auto Services
Auto Body Parts,Columbus OH,Rieser Brothers Auto Body,(614) 875-7781,3815 Grove City Rd,"Grove City, OH 43123",OH,43123.0,http://rieserbrothersautobody.localsearch.com,,74 Years,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,San Francisco CA,A & H Auto Service,(650) 991-0502,7236 Mission St,"Daly City, CA 94014",CA,94014.0,http://acdelco.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Glass Repair,Fort Lauderdale FL,Windshield Replacement,(954) 391-5229,2550 N Federal Hwy,"Fort Lauderdale, FL 33305",FL,33305.0,http://windshieldreplacement473683745.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Towing,Birmingham AL,Midnight Towing Services,(205) 200-3851,701 Donald Pkwy,"Fairfield, AL 35064",AL,35064.0,http://midnighttowingservices.localsearch.com,,(5),no,,,,,,,60,success,USA,Auto Services
Towing,Birmingham AL,Anytime Express Towing & Recovery Inc,(205) 565-5560,1173 Gadsden Hwy,"Birmingham, AL 35235",AL,35235.0,http://wetowbham.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Parts,Columbus OH,CARSTAR Auto Body Repair Experts,(614) 280-1599,1355 W Mound St,"Columbus, OH 43223",OH,43223.0,http://www.carstar.com/store/colormagic-carstar-collision-columbus-ohio,,,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,San Jose CA,Clark's Auto Repair & Mach Shp,(408) 257-3228,10270 Imperial Ave,"Cupertino, CA 95014",CA,95014.0,http://www.clarksauto.com,,(3),no,,"8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com",https://www.facebook.com/Clarks-Auto-Repair-Machine-192016661495951/,,"Clark's Auto Repair & Machine is a full-service auto repair and engine machine shop in Cupertino, CA that can handle any of your automotive needs, from a simple brake repair or 30k / 60k / 90k major service to a complete engine rebuild or classic car restoration.",https://static.wixstatic.com/media/0c7dfc_cf53ed714e2246478a017a85ec59026f%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/0c7dfc_cf53ed714e2246478a017a85ec59026f%7Emv2.png,65,success,USA,Auto Services
Car Stereo Systems,Cincinnati OH,La Sound,(513) 521-1666,7764 Colerain Ave,"Cincinnati, OH 45239",OH,45239.0,http://yellowpages.com/cincinnati-oh/mip/modamotive-456744034,,,no,,,,,,,60,success,USA,Auto Services
Towing,Los Angeles CA,101 Hwy Towing Service,(323) 784-9336,,,,,http://101hwytowingservice1641424.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Towing,Los Angeles CA,Emergency Towing,(310) 362-2773,,,,,http://emergencytowing16891156.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Parts,Columbus OH,Caliber Collision,(380) 333-3107,4085 Hamilton Square Blvd,"Groveport, OH 43125",OH,43125.0,https://www.caliber.com/find-a-location/groveport,,,no,,Groveport@CaliberCollision.com,"https://www.facebook.com/calibercollisioncenters/, https://twitter.com/CaliberAutoBody, https://www.instagram.com/calibercollision/?hl=en",,"Need a reliable auto repair shop in Groveport? You can trust the pros at Caliber. Call us for collision services in Obetz, Blacklick Estates and beyond.",https://www.caliber.com/favicons/outline-bg/apple-icon-57x57.png,95,success,USA,Auto Services
Towing,Birmingham AL,Towaway Towing,(205) 447-6421,413 62nd St,"Fairfield, AL 35064",AL,35064.0,http://towawaytowingal.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Nashville TN,Hendersonville Auto,(423) 867-5322,891A W Main St,"Hendersonville, TN 37075",TN,37075.0,http://hendersonvilleauto.localsearch.com,,38 Years,no,,,,,,,60,success,USA,Auto Services
Towing,Birmingham AL,Dependable Towing,(205) 453-2203,415 8th St,"Docena, AL 35060",AL,35060.0,http://dependabletowing534957189.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Orlando FL,Thomason Automotive,(407) 897-6293,915 N Mills Ave,"Orlando, FL 32803",FL,32803.0,http://thomasonautomotive.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Towing,Birmingham AL,GNM Towing Service,(205) 569-2912,424 15th Ter NW,"Center Point, AL 35215",AL,35215.0,https://www.gnmtowingservice.com,,13 Years,no,,,,,,,0,error,USA,Auto Services
Towing,Los Angeles CA,24 Hour Emergency Towing,(323) 205-7315,,,,,http://24houremergencytowing13027785.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Los Angeles CA,Eddie's Towing Service,(323) 973-4208,,,,,http://eddiestowingserviceca.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Glass Repair,Fort Lauderdale FL,Best Car Glass,(954) 633-2236,2950 North State Road 7,"Fort Lauderdale, FL 33311",FL,33311.0,http://bestcarglass548332433.localsearch.com,,26 Years,no,,,,,,,60,success,USA,Auto Services
Towing,Los Angeles CA,7 Day 24 Hour Emergency Towing,(323) 784-3795,,,,,http://7day24houremergencytowingca.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Automotive Machine Shops,San Diego CA,Arrow Machine Industries Inc,(619) 442-9726,340 Vernon Way,"El Cajon, CA 92020",CA,92020.0,http://arrowmachineindustriesinc.localsearch.com,,28 Years,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,San Jose CA,Hondacraft,(408) 733-7903,906 W Evelyn Ave,"Sunnyvale, CA 94086",CA,94086.0,http://hondacraft.localsearch.com,,33 Years,no,,,,,,,60,success,USA,Auto Services
Auto Glass Repair,Fort Lauderdale FL,Flys Auto Glass,(954) 623-8547,711 NW 1st Street,"Fort Lauderdale, FL 33311",FL,33311.0,http://flysautoglass548322100.localsearch.com,,18 Years,no,,,,,,,50,success,USA,Auto Services
Oil Change,Indianapolis IN,Sears Auto Center,(317) 865-8381,1251 Us Highway 31 N,"Greenwood, IN 46142",IN,46142.0,http://sears.com,,(1),no,,,,,"Shop Sears for appliances, tools, clothing, mattresses & more.  Great name brands like Kenmore, Craftsman Tools, Serta, Diehard and many others.",http://sears.com/assets/images/favicon.ico,60,success,USA,Auto Services
Car Wheels,Denver CO,All Wheel Drive Motors Inc,(303) 934-9528,4852 Morrison Rd,"Denver, CO 80219",CO,80219.0,https://allwheeldrivemotors.com,,,no,,gonzalo.awdm@gmail.com,https://www.facebook.com/AllWheelDriveMotors/,,"Top-Rated Pre-Owned Subarus in Denver, CO u2013 100+ AWD Vehicles, Free CARFAX, 2,000+ 5-Star Reviews.",https://cdn.dealrimages.com/file-uploads/dealer451705/N6/B0/1R/NJ23PPX79EAQGF.png,85,success,USA,Auto Services
Auto Glass Repair,Fort Lauderdale FL,Faster Windshield,(954) 633-2196,2830 W State Rd 84,"Fort Lauderdale, FL 33312",FL,33312.0,http://fasterwindshield548322034.localsearch.com,,21 Years,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,San Jose CA,The Driving Machine,(408) 446-9727,10100 Bubb Rd,"Cupertino, CA 95014",CA,95014.0,http://thedrivingmachine.localsearch.com,,(16),no,,,,,,,50,success,USA,Auto Services
